               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10944,            0.020485,                   0,             0.17794,             0.15111,             0.14008,            0.031159,            0.065832,            0.011611,                   0,            0.070732,            0.003252,            0.003252
                   1,            0.080264,             0.02698,                   0,             0.21628,             0.54717,              0.1772,            0.049728,            0.059364,            0.010268,                   0,            0.040667,           0.0065202,           0.0065202
                   2,            0.072221,              0.0256,                   0,             0.28032,             0.33962,             0.25424,            0.098512,            0.064088,           0.0092921,                   0,            0.010535,           0.0097223,           0.0097223
                   3,            0.066727,             0.02423,                   0,             0.30149,             0.50943,             0.27326,             0.10612,            0.052903,           0.0088515,                   0,            0.009703,            0.009703,            0.009703
                   4,            0.061385,              0.0239,                   0,             0.59987,             0.62264,             0.62713,             0.25278,            0.040192,            0.007907,                   0,            0.009703,            0.009703,            0.009703
                   5,            0.054121,            0.021839,                   0,             0.70397,             0.71791,             0.68351,             0.28968,            0.040745,           0.0073169,                   0,            0.009604,            0.009604,            0.009604
                   6,            0.049712,            0.020725,                   0,             0.81554,             0.83424,             0.90936,             0.48691,             0.03349,            0.006646,                   0,            0.009505,            0.009505,            0.009505
                   7,            0.046915,            0.019494,                   0,             0.76917,             0.75472,             0.77086,             0.38839,            0.035958,           0.0063184,                   0,            0.009406,            0.009406,            0.009406
                   8,            0.044807,            0.018864,                   0,             0.86296,             0.83019,             0.89808,             0.55303,            0.027478,           0.0061509,                   0,            0.009307,            0.009307,            0.009307
                   9,             0.04107,            0.017987,                   0,             0.83653,             0.77245,             0.86465,             0.49865,            0.029776,           0.0056146,                   0,            0.009208,            0.009208,            0.009208
                  10,            0.039518,            0.016557,                   0,             0.89667,             0.86792,             0.92327,              0.4168,            0.033493,           0.0057044,                   0,            0.009109,            0.009109,            0.009109
                  11,            0.038825,            0.015526,                   0,             0.91958,             0.86305,              0.9312,              0.5841,            0.027725,           0.0061065,                   0,             0.00901,             0.00901,             0.00901
                  12,            0.037488,            0.015173,                   0,             0.88466,             0.92453,             0.94163,             0.55638,            0.026872,           0.0054967,                   0,            0.008911,            0.008911,            0.008911
                  13,             0.03755,            0.015224,                   0,             0.94022,             0.90566,             0.94486,             0.58454,            0.025821,            0.005307,                   0,            0.008812,            0.008812,            0.008812
                  14,            0.035644,            0.014253,                   0,             0.92584,             0.96226,             0.97019,             0.58377,            0.028411,           0.0049708,                   0,            0.008713,            0.008713,            0.008713
                  15,            0.034546,            0.014275,                   0,             0.96022,              0.9434,              0.9457,             0.59968,            0.022858,           0.0053291,                   0,            0.008614,            0.008614,            0.008614
                  16,             0.03275,            0.013503,                   0,             0.95632,              0.9434,             0.95804,              0.6383,            0.027379,           0.0050116,                   0,            0.008515,            0.008515,            0.008515
                  17,            0.032198,            0.013385,                   0,              0.9566,              0.9434,             0.94519,             0.64239,            0.025204,           0.0051779,                   0,            0.008416,            0.008416,            0.008416
                  18,            0.031634,            0.013767,                   0,             0.97242,              0.9434,             0.95615,             0.71267,            0.022295,            0.004974,                   0,            0.008317,            0.008317,            0.008317
                  19,            0.031011,            0.013592,                   0,                   1,             0.93301,             0.95854,             0.72597,            0.021764,           0.0051328,                   0,            0.008218,            0.008218,            0.008218
                  20,            0.030776,            0.013188,                   0,             0.99377,              0.9434,             0.95858,              0.6812,            0.024561,           0.0052477,                   0,            0.008119,            0.008119,            0.008119
                  21,             0.03065,            0.013638,                   0,                   1,             0.93545,             0.96125,             0.71235,            0.019872,           0.0050232,                   0,             0.00802,             0.00802,             0.00802
                  22,            0.029644,            0.012449,                   0,                   1,             0.94124,             0.96355,             0.72371,            0.019289,           0.0047592,                   0,            0.007921,            0.007921,            0.007921
                  23,            0.028305,            0.011923,                   0,                   1,             0.92168,             0.95888,             0.71792,            0.018811,           0.0051233,                   0,            0.007822,            0.007822,            0.007822
                  24,            0.027114,            0.012144,                   0,             0.97459,              0.9434,             0.96797,             0.71327,            0.018354,           0.0046586,                   0,            0.007723,            0.007723,            0.007723
                  25,            0.027508,            0.012081,                   0,             0.99415,             0.92453,             0.97756,             0.70622,            0.019114,           0.0047073,                   0,            0.007624,            0.007624,            0.007624
                  26,            0.027048,            0.011579,                   0,                   1,             0.92305,             0.97621,             0.71678,            0.020175,           0.0048872,                   0,            0.007525,            0.007525,            0.007525
                  27,            0.027086,            0.011696,                   0,             0.97693,              0.9434,             0.96587,              0.7287,            0.021683,           0.0048698,                   0,            0.007426,            0.007426,            0.007426
                  28,            0.027562,            0.012091,                   0,             0.97487,              0.9434,             0.95786,             0.74138,            0.018542,           0.0048639,                   0,            0.007327,            0.007327,            0.007327
                  29,            0.026852,            0.012089,                   0,             0.97744,             0.96226,             0.98365,             0.75738,            0.018653,           0.0047321,                   0,            0.007228,            0.007228,            0.007228
                  30,            0.025825,            0.011641,                   0,             0.97909,             0.90566,             0.94781,             0.72031,            0.020329,           0.0048402,                   0,            0.007129,            0.007129,            0.007129
                  31,             0.02589,            0.011442,                   0,             0.97783,             0.96226,             0.98214,             0.75658,            0.018807,            0.004707,                   0,             0.00703,             0.00703,             0.00703
                  32,            0.023862,            0.011269,                   0,             0.96149,             0.94213,             0.95641,             0.74571,            0.018706,           0.0050724,                   0,            0.006931,            0.006931,            0.006931
                  33,            0.023432,            0.011279,                   0,             0.98036,             0.94169,             0.95381,             0.77643,            0.018089,           0.0046934,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.024883,            0.011067,                   0,             0.98036,             0.94169,             0.95031,             0.76768,            0.020486,            0.004893,                   0,            0.006733,            0.006733,            0.006733
                  35,            0.024442,            0.011729,                   0,             0.97866,              0.9434,             0.96052,             0.77199,            0.017659,           0.0048363,                   0,            0.006634,            0.006634,            0.006634
                  36,             0.02417,            0.010822,                   0,             0.99553,              0.9434,             0.97551,             0.76544,            0.017087,           0.0047709,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.024966,             0.01167,                   0,                   1,             0.96069,             0.97787,             0.73295,            0.020732,           0.0047748,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.024205,            0.010909,                   0,             0.99572,             0.96226,             0.97057,             0.78431,             0.01903,           0.0046183,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.023368,            0.010518,                   0,              0.9775,              0.9434,             0.95824,              0.7776,            0.017866,           0.0050617,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.023185,            0.011218,                   0,             0.97671,              0.9434,             0.95291,             0.76512,            0.017463,           0.0046731,                   0,            0.006139,            0.006139,            0.006139
